_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
a color,0.493466770425,0.5,1,top_down,1.0,1.0,False,698.558790322,680.538867116,0.0130664591509,0.0,0.002
a there,0.475017122573,0.5,1,top_down,1.0,1.0,False,700.817028511,634.116087681,0.0499657548539,0.0,0.002
a watermelon,0.481349437882,0.5,1,top_down,1.0,1.0,False,837.329582678,777.109201036,0.0373011242355,0.0,0.002
about how,0.471057255999,0.5,3,top_down,1.5,1.5,True,2524.16327512,2247.92841864,0.0578854880014,0.0,0.005
according to,0.510564195945,0.5,1,bottom_up,1.0,1.0,False,760.73072242,793.570610089,-0.0211283918904,0.0,0.002
all the,0.515768504477,0.5,1,bottom_up,1.0,1.0,False,621.722877198,662.214419212,-0.0315370089546,0.0,0.002
among the,0.47755224578,0.5,1,top_down,1.0,1.0,False,629.76530567,575.647676935,0.0448955084406,0.0,0.002
any books,0.528432680926,0.5,2,bottom_up,2.0,2.0,False,1325.4687327,1485.30436181,-0.0568653618526,0.0,0.003
any leaves,0.525434586062,0.5,1,bottom_up,1.0,1.0,False,923.726035185,1022.74121265,-0.0508691721246,0.0,0.002
any pets,0.464904329806,0.5,1,top_down,1.0,1.0,False,834.583552424,725.106796259,0.0701913403885,0.0,0.002
anyone on,0.536099587429,0.5,1,bottom_up,1.0,1.0,False,551.485354949,637.315818761,-0.0721991748579,0.0,0.002
anything hung,0.494512395408,0.5,1,top_down,1.0,1.0,False,729.011712763,713.183320589,0.0109752091832,0.0,0.002
anything on,0.515842999486,0.5,1,bottom_up,1.0,1.0,False,569.268931819,606.525141621,-0.0316859989717,0.0,0.002
approximately what,0.471398069527,0.5,1,top_down,0.3,0.3,False,932.711761716,831.776235671,0.0572038609469,0.0,0.002
are,0.497574565352,0.5,442,top_down,435.4,435.9,True,384684.033975,380969.946589,0.00485086929583,-0.5,0.737
are the,0.494894842593,0.5,1778,top_down,1745.3,1748.7,True,1543591.3762,1512388.85597,0.0102103148137,-3.4,2.963
are the people,0.49531966872,0.5,239,top_down,235.2,235.6,True,204263.942535,200475.314921,0.00936066256036,-0.4,0.398
are there,0.499127050251,0.5,577,top_down,568.0,571.0,True,492261.820657,490545.937086,0.00174589949898,-3.0,0.962
are there any,0.520281135288,0.5,357,bottom_up,356.2,356.8,True,285215.602749,309331.795173,-0.0405622705753,-0.6,0.595
are these,0.49188795964,0.5,253,top_down,245.9,246.6,True,229841.271749,222502.411322,0.0162240807192,-0.7,0.422
are they,0.498027723768,0.5,834,top_down,829.2,830.3,True,720560.186293,714897.94638,0.00394455246347,-1.1,1.39
aside from,0.480419436514,0.5,2,top_down,2.0,2.0,False,1748.05775509,1616.30549854,0.0391611269728,0.0,0.003
assuming the,0.476592550749,0.5,1,top_down,0.9,0.9,False,666.191478118,606.605611552,0.0468148985016,0.0,0.002
assuming this,0.497602486004,0.5,1,top_down,1.0,1.0,False,808.046402479,800.334172599,0.00479502799244,0.0,0.002
bald children,0.469694324909,0.5,1,top_down,1.0,1.0,False,595.38988563,527.339727866,0.0606113501826,0.0,0.002
based on,0.509392929578,0.5,6,bottom_up,5.3,5.3,True,4786.02493165,4969.28684471,-0.0187858591564,0.0,0.01
beside the,0.484012090505,0.5,1,top_down,1.0,1.0,False,984.766406467,923.740340195,0.0319758189898,0.0,0.002
"besides fish,",0.469979052575,0.5,1,top_down,1.0,1.0,False,861.827518005,764.197872486,0.0600418948498,0.0,0.002
besides the,0.459990878826,0.5,5,top_down,5.0,5.0,True,4571.62390598,3894.20329346,0.0800182423479,0.0,0.008
besides trees,0.460396116486,0.5,1,top_down,1.0,1.0,False,982.288768314,838.099850681,0.0792077670276,0.0,0.002
by which,0.520796086942,0.5,1,bottom_up,1.0,1.0,False,854.01532815,928.139000891,-0.0415921738837,0.0,0.002
can,0.500624114896,0.5,343,bottom_up,341.0,341.0,True,293958.84939,294693.622943,-0.00124822979133,5.68434188608e-14,0.572
color is,0.475959282898,0.5,1,top_down,1.0,1.0,False,720.699398443,654.574268131,0.0480814342041,0.0,0.002
considering his,0.480988375673,0.5,1,top_down,1.0,1.0,False,729.775645092,676.311638672,0.0380232486542,0.0,0.002
could 5,0.457659160885,0.5,1,top_down,1.0,1.0,False,1062.34458408,896.468965371,0.0846816782309,0.0,0.002
could a,0.494851772405,0.5,2,top_down,2.0,2.0,False,2124.38408268,2081.08268258,0.0102964551896,0.0,0.003
could an,0.516571458928,0.5,1,bottom_up,1.0,1.0,False,528.861423418,565.119131072,-0.0331429178564,0.0,0.002
could another,0.47923309069,0.5,1,top_down,1.0,0.9,False,982.150005893,903.818530768,0.0415338186202,0.1,0.002
could any,0.484621163495,0.5,1,top_down,1.0,1.0,False,989.015127916,929.990965977,0.0307576730094,0.0,0.002
could he,0.485902070531,0.5,2,top_down,2.0,2.0,False,1976.96770899,1868.54030742,0.028195858937,0.0,0.003
could her,0.496636751471,0.5,1,top_down,1.0,1.0,False,827.714712424,816.65387198,0.00672649705723,0.0,0.002
could it,0.51719367964,0.5,1,bottom_up,1.0,1.0,False,929.671377146,995.886217985,-0.0343873592805,0.0,0.002
could she,0.49023027474,0.5,2,top_down,2.0,2.0,False,1774.91990175,1706.88730217,0.0195394505208,0.0,0.003
could someone,0.494828310727,0.5,2,top_down,2.0,2.0,False,2019.95616567,1978.59761033,0.0103433785468,0.0,0.003
could that,0.480138673999,0.5,4,top_down,4.0,4.0,True,4045.02620884,3735.94538209,0.0397226520024,0.0,0.007
could the,0.49498147451,0.5,67,top_down,66.8,67.0,True,58167.6056202,57011.5465976,0.0100370509793,-0.2,0.112
could their,0.482524274008,0.5,1,top_down,1.0,1.0,False,1055.94546791,984.624581799,0.0349514519833,0.0,0.002
could there,0.48072051558,0.5,4,top_down,4.0,4.0,True,3190.92614982,2953.98472296,0.0385589688393,0.0,0.007
could these,0.482898057447,0.5,5,top_down,5.0,5.0,True,4832.06234046,4512.4439219,0.0342038851052,0.0,0.008
could they,0.486676919839,0.5,14,top_down,14.0,14.0,True,15948.1799598,15120.3236321,0.0266461603227,0.0,0.023
could this,0.489985148018,0.5,10,top_down,10.0,10.0,True,10642.9641957,10224.9853441,0.0200297039644,0.0,0.017
could those,0.49198037759,0.5,1,top_down,1.0,1.0,False,974.283960868,943.523773104,0.0160392448206,0.0,0.002
could two,0.487848355343,0.5,1,top_down,1.0,1.0,False,754.66465878,718.853324913,0.024303289314,0.0,0.002
could you,0.495729698948,0.5,8,top_down,8.0,8.0,True,6735.78407467,6621.70309166,0.00854060210498,0.0,0.013
did a,0.498372011616,0.5,1,top_down,1.0,1.0,False,728.337667721,723.610159328,0.00325597676785,0.0,0.002
did all,0.492652666625,0.5,2,top_down,2.0,2.0,False,1528.56945707,1484.29639737,0.0146946667502,0.0,0.003
did any,0.492475713879,0.5,1,top_down,1.0,1.0,False,827.305472627,802.775087557,0.0150485722419,0.0,0.002
did anyone,0.509610265428,0.5,2,bottom_up,2.0,2.0,False,1962.6633411,2039.58875093,-0.0192205308567,0.0,0.003
did grandma,0.487857610233,0.5,1,top_down,1.0,1.0,False,894.302008233,851.895975184,0.0242847795334,0.0,0.002
did grandpa,0.506807466941,0.5,1,bottom_up,1.0,1.0,False,967.890081827,994.609382276,-0.0136149338829,0.0,0.002
did he,0.494335464983,0.5,21,top_down,20.5,20.6,True,15742.7906765,15390.0841572,0.0113290700349,-0.1,0.035
did her,0.49313987314,0.5,1,top_down,1.0,1.0,False,729.27057812,709.529870907,0.0137202537199,0.0,0.002
did one,0.487016308799,0.5,2,top_down,2.0,2.0,False,1589.88777423,1509.40719654,0.0259673824021,0.0,0.003
did people,0.523243126894,0.5,1,bottom_up,1.0,1.0,False,707.879912432,776.901854469,-0.0464862537887,0.0,0.002
did she,0.493246541853,0.5,18,top_down,17.9,18.0,True,13076.3123483,12727.7786512,0.0135069162933,-0.1,0.03
did somebody,0.516494775722,0.5,3,bottom_up,3.0,3.0,True,2150.29661335,2297.01130677,-0.0329895514435,0.0,0.005
did someone,0.496028367146,0.5,15,top_down,15.0,15.0,True,13205.6810122,12997.5418506,0.00794326570749,0.0,0.025
did something,0.473474505033,0.5,2,top_down,2.0,2.0,False,1754.00546967,1577.27760482,0.053050989934,0.0,0.003
did the,0.493676237166,0.5,310,top_down,306.6,307.7,True,247947.062589,241753.561378,0.0126475256671,-1.1,0.517
did this,0.496756266762,0.5,5,top_down,5.0,5.0,True,4695.8746448,4635.33871097,0.00648746647664,0.0,0.008
do,0.497762296637,0.5,277,top_down,275.5,276.0,True,239293.867804,237161.536085,0.00447540672557,-0.5,0.462
do the,0.492653197974,0.5,535,top_down,531.2,532.8,True,457769.683129,444511.914589,0.0146936040513,-1.6,0.892
does,0.492784009889,0.5,406,top_down,401.1,401.1,True,350292.26638,340325.287501,0.0144319802226,0.0,0.677
does the,0.493220549325,0.5,1409,top_down,1395.1,1398.4,True,1197347.99918,1165312.91295,0.013558901351,-3.3,2.348
from the,0.495278040006,0.5,1,top_down,1.0,1.0,False,557.268718346,546.841588947,0.00944391998709,0.0,0.002
given adequate,0.46721029981,0.5,1,top_down,1.0,1.0,False,1088.55418658,954.567491996,0.0655794003798,0.0,0.002
given that,0.482765884762,0.5,1,top_down,1.0,1.0,False,898.700251233,838.811302542,0.0344682304764,0.0,0.002
goes the,0.453705946218,0.5,1,top_down,1.0,1.0,False,732.30884685,608.194206003,0.0925881075637,0.0,0.002
"grandma, granddaughter,",0.494224009312,0.5,1,top_down,1.0,1.0,False,799.384632544,781.126596265,0.0115519813755,0.0,0.002
had the,0.465087736741,0.5,1,top_down,1.0,1.0,False,712.213234534,619.244807193,0.0698245265171,0.0,0.002
hair color,0.509576652795,0.5,1,bottom_up,1.0,1.0,False,840.071176956,872.879851464,-0.01915330559,0.0,0.002
has a,0.499083129338,0.5,1,top_down,1.0,1.0,False,850.161595452,847.049349606,0.0018337413243,0.0,0.002
has any,0.530653480199,0.5,1,bottom_up,1.0,1.0,False,954.518754376,1079.19986099,-0.0613069603985,0.0,0.002
has anyone,0.516291096863,0.5,4,bottom_up,4.0,4.0,True,3841.21976053,4099.96084544,-0.0325821937252,0.0,0.007
has anything,0.486700341567,0.5,1,top_down,1.0,1.0,False,554.768661357,526.020410372,0.0265993168667,0.0,0.002
has he,0.492652569504,0.5,1,top_down,1.0,1.0,False,973.115901396,944.930476496,0.0146948609923,0.0,0.002
has it,0.500299590959,0.5,1,bottom_up,1.0,1.0,False,940.510140878,941.637889944,-0.000599181917433,0.0,0.002
has she,0.480672460742,0.5,2,top_down,2.0,2.0,False,1676.40937022,1551.62928264,0.0386550785163,0.0,0.003
has somebody,0.480842317514,0.5,1,top_down,1.0,1.0,False,881.749079477,816.673402214,0.0383153649722,0.0,0.002
has someone,0.489380122709,0.5,1,top_down,1.0,1.0,False,992.424129934,951.143236067,0.0212397545818,0.0,0.002
has something,0.514458846375,0.5,1,bottom_up,1.0,1.0,False,679.780565661,720.266702393,-0.0289176927492,0.0,0.002
has the,0.498147459363,0.5,79,top_down,78.1,78.8,True,65336.6563453,64854.2883143,0.00370508127361,-0.7,0.132
has this,0.493780289325,0.5,13,top_down,13.0,13.0,True,10721.0735599,10457.6228319,0.0124394213505,0.0,0.022
have all,0.497177680365,0.5,1,top_down,1.0,1.0,False,591.7463121,585.103419889,0.00564463926909,0.0,0.002
have any,0.50587708629,0.5,1,bottom_up,1.0,1.0,False,764.424148618,782.608234234,-0.0117541725807,0.0,0.002
have people,0.491447326078,0.5,1,top_down,1.0,1.0,False,761.527382668,735.913141624,0.0171053478442,0.0,0.002
have the,0.494777451075,0.5,12,top_down,12.0,12.0,True,10374.7051482,10160.2158886,0.0104450978499,0.0,0.02
have these,0.484353283739,0.5,2,top_down,2.0,2.0,False,1909.9116132,1794.00339871,0.0312934325218,0.0,0.003
have they,0.503336155484,0.5,9,bottom_up,9.0,9.0,True,7410.656,7510.21267571,-0.00667231096746,0.0,0.015
have trees,0.485916846798,0.5,1,top_down,1.0,1.0,False,756.476627703,715.029728791,0.0281663064037,0.0,0.002
her shirt,0.462863627589,0.5,1,top_down,1.0,1.0,False,540.565465686,465.818561632,0.0742727448221,0.0,0.002
how,0.484211401426,0.5,539,top_down,358.1,358.4,True,425996.782522,399916.748138,0.0315771971478,-0.3,0.898
how many,0.471334519255,0.5,5956,top_down,5731.8,5818.9,True,5134928.14986,4578072.48454,0.0573309614898,-87.1,9.927
how many animals are,0.468898169596,0.5,194,top_down,171.5,183.1,True,138518.790895,122295.205527,0.0622036608073,-11.6,0.323
how many birds are,0.469494126361,0.5,188,top_down,180.1,176.5,True,131820.50487,116660.259284,0.0610117472775,3.6,0.313
how many bushes,0.462850783633,0.5,254,top_down,235.6,205.3,True,182433.174743,157199.033932,0.0742984327346,30.3,0.423
how many clouds are,0.481812394871,0.5,260,top_down,221.6,251.0,True,215891.075521,200736.1718,0.0363752102577,-29.4,0.433
how many people are,0.488297530543,0.5,511,top_down,503.5,493.9,True,506184.064002,483031.533374,0.023404938913,9.6,0.852
how many pictures,0.485225761993,0.5,202,top_down,199.6,198.3,True,185677.663131,175019.608453,0.029548476015,1.3,0.337
how many pillows,0.465844823217,0.5,279,top_down,266.1,274.7,True,238371.766356,207887.629259,0.0683103535662,-8.6,0.465
how many plants are,0.478918431959,0.5,191,top_down,187.5,179.9,True,162425.892727,149283.257412,0.0421631360825,7.6,0.318
how many trees are,0.480175081525,0.5,249,top_down,241.4,241.2,True,180260.68155,166511.23173,0.0396498369506,0.2,0.415
how many windows are,0.496236679198,0.5,209,top_down,206.9,206.7,True,162397.992764,159971.632133,0.00752664160481,0.2,0.348
if 4,0.484512016679,0.5,1,top_down,1.0,1.0,False,1232.93744488,1158.84953129,0.0309759666426,0.0,0.002
if a,0.480558334341,0.5,4,top_down,4.0,4.0,True,3379.75131197,3126.75660877,0.0388833313178,0.0,0.007
if another,0.495350912278,0.5,1,top_down,1.0,1.0,False,579.634251067,568.954471611,0.0092981754436,0.0,0.002
if both,0.492140951897,0.5,1,top_down,1.0,1.0,False,1024.71073129,992.996219326,0.0157180962054,0.0,0.002
"if closed,",0.504883402983,0.5,1,bottom_up,1.0,1.0,False,888.130915047,905.650429385,-0.00976680596684,0.0,0.002
if dad,0.498621356534,0.5,1,top_down,1.0,1.0,False,773.240138894,768.987774023,0.00275728693236,0.0,0.002
if he,0.499177029967,0.5,1,top_down,1.0,1.0,False,650.165387806,648.028638244,0.00164594006683,0.0,0.002
if i,0.489472387409,0.5,1,top_down,1.0,1.0,False,826.399882373,792.31742496,0.0210552251827,0.0,0.002
if it,0.495963711158,0.5,1,top_down,1.0,1.0,False,856.886084462,843.162311717,0.00807257768417,0.0,0.002
if left,0.47810528273,0.5,1,top_down,1.0,1.0,False,826.579910949,757.225947967,0.0437894345393,0.0,0.002
if she,0.491007930636,0.5,2,top_down,2.0,2.0,False,1662.56956085,1603.82624553,0.0179841387275,0.0,0.003
if shelf,0.442249240119,0.5,1,top_down,1.0,1.0,False,848.275409324,672.610746897,0.115501519761,0.0,0.002
if someone,0.494072997091,0.5,1,top_down,1.0,1.0,False,878.354644155,857.774558486,0.0118540058181,0.0,0.002
if the,0.488390026483,0.5,43,top_down,38.8,38.9,True,35316.5378309,33713.6602868,0.023219947034,-0.1,0.072
if they,0.483809546924,0.5,2,top_down,1.3,1.0,False,2030.17144494,1902.81769278,0.0323809061522,0.3,0.003
if this,0.488063179395,0.5,8,top_down,6.0,6.0,True,6264.96959281,5972.80925147,0.0238736412102,0.0,0.013
if you,0.492012826257,0.5,7,top_down,5.9,5.9,True,6290.96325468,6093.1353601,0.0159743474869,0.0,0.012
in 1,0.481519046135,0.5,1,top_down,1.0,1.0,False,616.098653095,572.177692452,0.036961907731,0.0,0.002
in a,0.510904616068,0.5,1,bottom_up,0.6,0.6,False,520.109963754,543.302165743,-0.0218092321365,0.0,0.002
in aesop's,0.523886072679,0.5,1,bottom_up,1.0,1.0,False,704.258696624,774.922348525,-0.0477721453589,0.0,0.002
in case,0.46304564642,0.5,1,top_down,1.0,1.0,False,789.006680263,680.404406551,0.0739087071593,0.0,0.002
in the,0.500148941027,0.5,7,bottom_up,6.3,6.3,True,5910.76832866,5914.29080156,-0.000297882053799,0.0,0.012
in this,0.489844247758,0.5,1,top_down,1.0,1.0,False,838.16588711,804.79488208,0.0203115044837,0.0,0.002
in what,0.528649861003,0.5,9,bottom_up,6.9,7.2,True,6540.44104235,7335.53034545,-0.0572997220069,-0.3,0.015
in which,0.542624721557,0.5,1,bottom_up,0.3,0.3,False,538.740798636,639.155830298,-0.0852494431136,0.0,0.002
indoors or,0.469541477044,0.5,1,top_down,0.0,0.0,False,760.898713606,673.518268453,0.060917045912,0.0,0.002
is,0.495733019367,0.5,351,top_down,348.0,348.5,True,310826.820279,305566.54319,0.00853396126681,-0.5,0.585
is anyone,0.515014230019,0.5,178,bottom_up,178.0,178.0,True,161072.648432,171045.649468,-0.0300284600373,0.0,0.297
is he,0.495033921761,0.5,273,top_down,271.9,271.6,True,238731.897235,234036.289625,0.00993215647775,0.3,0.455
is it,0.496497331271,0.5,930,top_down,919.2,921.3,True,934808.306719,921802.124121,0.00700533745889,-2.1,1.55
is she,0.494081710575,0.5,409,top_down,404.0,405.6,True,358060.197867,349682.940405,0.0118365788506,-1.6,0.682
is that,0.492563870685,0.5,257,top_down,249.7,249.6,True,225973.693955,219350.714182,0.014872258631,0.1,0.428
is the,0.497854163218,0.5,3320,top_down,3256.5,3261.4,True,2874663.65159,2850094.85684,0.0042916735636,-4.9,5.533
is the baby,0.498967165432,0.5,361,top_down,354.9,356.4,True,317874.217104,316563.678324,0.00206566913629,-1.5,0.602
is the boy,0.496723335156,0.5,869,top_down,862.1,861.6,True,741720.940064,732062.749655,0.00655332968861,0.5,1.448
is the cat,0.490081862937,0.5,505,top_down,500.2,502.6,True,454762.000103,437071.34931,0.0198362741252,-2.4,0.842
is the dog,0.490481339507,0.5,852,top_down,836.9,839.9,True,772270.554075,743415.943703,0.0190373209861,-3.0,1.42
is the girl,0.496739389997,0.5,920,top_down,912.8,912.9,True,788341.791732,778126.507323,0.00652122000521,-0.1,1.533
is the lady,0.491412748054,0.5,355,top_down,347.3,348.0,True,317602.151977,306877.031804,0.0171745038928,-0.7,0.592
is the little girl,0.49594577076,0.5,257,top_down,255.6,255.6,True,221758.163612,218190.855259,0.00810845848043,0.0,0.428
is the man,0.49315291657,0.5,1307,top_down,1273.6,1278.1,True,1121742.71281,1091435.08673,0.0136941668592,-4.5,2.178
is the old man,0.493586732069,0.5,171,top_down,170.5,170.8,True,152451.711268,148590.384036,0.0128265358628,-0.3,0.285
is the sun,0.500144695378,0.5,306,bottom_up,301.8,302.9,True,280568.876203,280731.311288,-0.00028939075613,-1.1,0.51
is the tv,0.503593276966,0.5,201,bottom_up,200.0,199.9,True,145456.708914,147562.507314,-0.00718655393136,0.1,0.335
is the woman,0.495553160895,0.5,1363,top_down,1341.8,1344.8,True,1158936.30858,1138503.61717,0.00889367820976,-3.0,2.272
is the young,0.49059896996,0.5,225,top_down,223.8,223.6,True,202374.452844,194904.784751,0.0188020600798,0.2,0.375
is there,0.496033619641,0.5,334,top_down,332.5,333.5,True,277467.567251,273100.046115,0.0079327607183,-1.0,0.557
is there a,0.499736928253,0.5,1779,top_down,1776.3,1777.2,True,1485660.56315,1484098.04398,0.000526143494343,-0.9,2.965
is this,0.49600555074,0.5,521,top_down,507.5,507.7,True,449472.400993,442347.740385,0.00798889851978,-0.2,0.868
is this a,0.496137560129,0.5,232,top_down,224.7,223.9,True,204612.28045,201475.302706,0.00772487974126,0.8,0.387
it appears,0.484607503905,0.5,1,top_down,1.0,1.0,False,828.202652132,778.733146134,0.0307849921891,0.0,0.002
it's the,0.483658657656,0.5,1,top_down,1.0,1.0,False,1115.55844127,1044.94731294,0.0326826846873,0.0,0.002
judging by,0.491853688963,0.5,1,top_down,1.0,1.0,False,839.113374557,812.209003135,0.016292622074,0.0,0.002
laughing at,0.441739064912,0.5,1,top_down,0.0,0.0,False,1244.07906091,984.411207199,0.116521870177,0.0,0.002
looking at,0.506752691348,0.5,2,bottom_up,2.0,2.0,False,1546.83164699,1589.18474855,-0.0135053826967,0.0,0.003
looking out,0.500102377745,0.5,1,bottom_up,1.0,1.0,False,948.506268494,948.894771773,-0.000204755489617,0.0,0.002
male or,0.503629655377,0.5,1,bottom_up,1.0,1.0,False,1047.97426019,1063.30066093,-0.00725931075422,0.0,0.002
man or,0.504087996817,0.5,1,bottom_up,1.0,1.0,False,891.698695298,906.399938278,-0.00817599363321,0.0,0.002
many people,0.493052984518,0.5,1,top_down,1.0,1.0,False,892.683587747,868.217572503,0.0138940309634,0.0,0.002
might a,0.478369081481,0.5,1,top_down,1.0,1.0,False,1128.10339629,1034.54332621,0.0432618370382,0.0,0.002
might it,0.52074937765,0.5,1,bottom_up,1.0,1.0,False,716.758879782,778.823695089,-0.041498755301,0.0,0.002
might she,0.492608013199,0.5,1,top_down,1.0,1.0,False,1023.39626287,993.577377811,0.0147839736016,0.0,0.002
might that,0.499844526989,0.5,1,top_down,1.0,1.0,False,986.815782307,986.202280189,0.000310946022067,0.0,0.002
might the,0.492535415089,0.5,7,top_down,7.0,7.0,True,5860.33754893,5687.93147945,0.0149291698219,0.0,0.012
name the,0.458758562278,0.5,10,top_down,2.9,2.6,True,7808.77736235,6618.75315937,0.0824828754435,0.3,0.017
name three,0.438708260495,0.5,1,top_down,0.0,0.0,False,875.675620638,684.432178935,0.12258347901,0.0,0.002
of the,0.482072515787,0.5,1,top_down,0.3,0.3,False,862.498787331,802.789913541,0.035854968426,0.0,0.002
on is,0.470790544101,0.5,1,top_down,1.0,1.0,False,689.647677183,613.518147796,0.0584189117975,0.0,0.002
