_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
on the,0.477598148471,0.5,2,top_down,2.0,2.0,False,1562.88767479,1428.84688782,0.0448037030573,0.0,0.003
on what,0.512831732411,0.5,3,bottom_up,3.0,3.0,True,2415.97407374,2543.24481319,-0.0256634648213,0.0,0.005
on which,0.533960661224,0.5,2,bottom_up,2.0,2.0,False,1729.42046617,1981.46898516,-0.0679213224476,0.0,0.003
one little,0.482984275334,0.5,1,top_down,1.0,1.0,False,644.657647098,602.224442445,0.0340314493318,0.0,0.002
orange and,0.464473224661,0.5,1,top_down,0.9,0.6,False,434.62548399,376.959489917,0.071053550678,0.3,0.002
other than,0.5288916176,0.5,1,bottom_up,1.0,1.0,False,662.430315422,743.679913498,-0.0577832352008,0.0,0.002
pick one,0.455347632295,0.5,1,top_down,1.0,1.0,False,719.343414087,601.395201479,0.0893047354093,0.0,0.002
should a,0.509304545887,0.5,4,bottom_up,4.0,4.0,True,3401.33301449,3530.32487226,-0.0186090917747,0.0,0.007
should books,0.496908325253,0.5,1,top_down,1.0,1.0,False,876.217436168,865.448109398,0.00618334949406,0.0,0.002
should children,0.500983549735,0.5,1,bottom_up,1.0,1.0,False,972.305270223,976.138052048,-0.0019670994692,0.0,0.002
should dogs,0.500725954712,0.5,1,bottom_up,1.0,1.0,False,1050.05644187,1053.11004912,-0.00145190942471,0.0,0.002
should he,0.491190386424,0.5,4,top_down,4.0,4.0,True,3481.74446799,3361.17747195,0.0176192271515,0.0,0.007
should she,0.487368379715,0.5,4,top_down,4.0,4.0,True,3621.13172634,3442.67702648,0.0252632405699,0.0,0.007
should someone,0.510032090042,0.5,2,bottom_up,2.0,2.0,False,1582.1687815,1646.95857428,-0.0200641800847,0.0,0.003
should the,0.496414566253,0.5,77,top_down,76.5,77.0,True,64334.8024149,63418.6989844,0.00717086749464,-0.5,0.128
should there,0.497123458095,0.5,1,top_down,1.0,1.0,False,727.3239358,719.003095175,0.0057530838094,0.0,0.002
should these,0.471596570727,0.5,1,top_down,1.0,1.0,False,779.585542669,695.774947973,0.0568068585458,0.0,0.002
should they,0.494570086277,0.5,4,top_down,4.0,4.0,True,3036.68501908,2971.43784153,0.0108598274462,0.0,0.007
should this,0.510211279274,0.5,8,bottom_up,8.0,8.0,True,6039.4863827,6291.31285203,-0.0204225585489,0.0,0.013
shouldn't the,0.50525499518,0.5,1,bottom_up,1.0,1.0,False,739.185225211,754.887919561,-0.0105099903609,0.0,0.002
shouldn't this,0.493594979731,0.5,1,top_down,1.0,1.0,False,741.048514819,722.302923572,0.0128100405379,0.0,0.002
"statistically speaking,",0.478479351608,0.5,1,top_down,1.0,1.0,False,738.746327411,677.777313003,0.0430412967836,0.0,0.002
that is,0.480905100114,0.5,1,top_down,0.9,0.9,False,679.638367671,629.637388689,0.0381897997722,0.0,0.002
the ball,0.499340821736,0.5,1,top_down,1.0,1.0,False,872.239345379,869.942528531,0.0013183565289,0.0,0.002
the bench,0.500619208881,0.5,1,bottom_up,1.0,1.0,False,560.191874046,561.581097619,-0.00123841776196,0.0,0.002
the bicycle,0.478623971918,0.5,1,top_down,1.0,1.0,False,746.86618833,685.624275563,0.0427520561642,0.0,0.002
the boy,0.486137446674,0.5,2,top_down,2.0,2.0,False,1621.84038437,1534.33508293,0.0277251066516,0.0,0.003
the boys,0.483182775546,0.5,1,top_down,1.0,1.0,False,626.014191904,585.273207747,0.0336344489084,0.0,0.002
the curtains,0.502210010102,0.5,4,bottom_up,4.0,4.0,True,2831.86698287,2857.01194266,-0.00442002020401,0.0,0.007
the dog,0.491029295614,0.5,1,top_down,1.0,1.0,False,815.743823683,786.988547068,0.0179414087715,0.0,0.002
the door,0.507147913577,0.5,2,bottom_up,2.0,2.0,False,1712.19908169,1761.8636825,-0.0142958271546,0.0,0.003
the fire,0.482358331896,0.5,2,top_down,2.0,2.0,False,1527.81239198,1423.67410171,0.0352833362082,0.0,0.003
the girl,0.464090589073,0.5,1,top_down,1.0,1.0,False,933.792250334,808.65196,0.0718188218549,0.0,0.002
the grass,0.512379273311,0.5,1,bottom_up,1.0,1.0,False,906.816677426,952.859558208,-0.0247585466221,0.0,0.002
the lady,0.472698080147,0.5,1,top_down,1.0,1.0,False,837.722956906,750.974002778,0.054603839706,0.0,0.002
the man,0.486337873028,0.5,3,top_down,2.0,2.0,True,2594.82387262,2456.79223137,0.0273242539444,0.0,0.005
the older,0.488363621854,0.5,1,top_down,1.0,1.0,False,753.228430544,718.966399061,0.0232727562915,0.0,0.002
the picture,0.474724336623,0.5,1,top_down,1.0,1.0,False,730.974079043,660.626807897,0.0505513267534,0.0,0.002
the shirt,0.48266063669,0.5,1,top_down,1.0,1.0,False,1132.65206219,1056.72717805,0.0346787266201,0.0,0.002
the skateboards,0.417070607096,0.5,1,top_down,1.0,1.0,False,831.203057769,594.703866615,0.165858785808,0.0,0.002
the tv,0.51085540576,0.5,1,bottom_up,1.0,1.0,False,1111.68533497,1161.02778107,-0.0217108115194,0.0,0.002
the window,0.501497776101,0.5,1,bottom_up,1.0,1.0,False,665.364330074,669.362574192,-0.00299555220264,0.0,0.002
the woman,0.511077650943,0.5,1,bottom_up,1.0,1.0,False,847.06245247,885.446716122,-0.0221553018869,0.0,0.002
the woman's,0.478246117362,0.5,2,top_down,1.0,1.0,False,1965.33680452,1801.4522313,0.043507765277,0.0,0.003
the yellow,0.494631850904,0.5,1,top_down,1.0,1.0,False,921.435655454,901.86020738,0.0107362981911,0.0,0.002
their outfits,0.455143558498,0.5,1,top_down,1.0,1.0,False,594.362895731,496.49856879,0.0897128830048,0.0,0.002
there are,0.472732770938,0.5,6,top_down,6.0,6.0,True,4500.59795519,4035.10786365,0.0545344581248,0.0,0.01
there is,0.481973603368,0.5,3,top_down,3.0,3.0,True,2472.14168443,2300.08942291,0.0360527932646,0.0,0.005
they can't,0.46170720441,0.5,1,top_down,1.0,1.0,False,654.980702561,561.793342952,0.0765855911807,0.0,0.002
this cat,0.486607818033,0.5,1,top_down,0.9,1.0,False,804.39401027,762.427687693,0.0267843639334,-0.1,0.002
this is,0.468212058744,0.5,2,top_down,1.3,1.3,False,1264.53862949,1113.36152843,0.0635758825114,0.0,0.003
this looks,0.4660960904,0.5,1,top_down,0.0,0.0,False,645.706930313,563.699703919,0.0678078192006,0.0,0.002
this picture,0.497238470185,0.5,1,top_down,1.0,1.0,False,782.620284817,774.022851951,0.00552305962936,0.0,0.002
this the,0.499313899707,0.5,1,top_down,1.0,1.0,False,732.016546112,730.010351946,0.00137220058582,0.0,0.002
to the,0.475413783932,0.5,1,top_down,1.0,1.0,False,745.82696529,675.916386794,0.0491724321366,0.0,0.002
to which,0.517928250277,0.5,1,bottom_up,1.0,1.0,False,546.485981351,587.133612962,-0.0358565005536,0.0,0.002
was he,0.489081998819,0.5,2,top_down,2.0,2.0,False,1696.29064341,1623.79328295,0.0218360023626,0.0,0.003
was her,0.515573150873,0.5,1,bottom_up,1.0,1.0,False,505.34079194,537.831758984,-0.0311463017458,0.0,0.002
was someone,0.481683060331,0.5,2,top_down,2.0,2.0,False,1784.19214637,1658.08806834,0.0366338793376,0.0,0.003
was the,0.48545423862,0.5,16,top_down,15.8,16.0,True,12192.6288711,11503.2788328,0.0290915227591,-0.2,0.027
was there,0.477191782592,0.5,2,top_down,2.0,2.0,False,1293.69977328,1180.82095956,0.0456164348166,0.0,0.003
was this,0.484070269565,0.5,3,top_down,3.0,3.0,True,2322.44943425,2179.03458043,0.0318594608692,0.0,0.005
weird perspective,0.512318422606,0.5,1,bottom_up,0.3,0.0,False,655.824101474,688.955221497,-0.024636845211,0.3,0.002
were her,0.492763665437,0.5,1,top_down,1.0,1.0,False,629.727255488,611.759626618,0.0144726691268,0.0,0.002
were the,0.484036015567,0.5,2,top_down,1.0,1.0,False,1789.41653533,1678.68703259,0.0319279688666,0.0,0.003
were there,0.503445038109,0.5,1,bottom_up,1.0,1.0,False,1038.82070372,1053.23512785,-0.00689007621713,0.0,0.002
were these,0.487537629822,0.5,1,top_down,1.0,1.0,False,841.102893978,800.19399517,0.0249247403553,0.0,0.002
what,0.479413804769,0.5,2376,top_down,2032.6,2026.8,True,2138600.6005,1969461.84927,0.0411723904617,5.8,3.96
what animal is,0.48999094803,0.5,341,top_down,338.4,334.1,True,307883.417905,295798.843646,0.020018103941,4.3,0.568
what are the,0.476233998523,0.5,651,top_down,564.7,565.3,True,547487.97374,497803.19101,0.0475320029532,-0.6,1.085
what are they,0.477444275826,0.5,300,top_down,273.8,272.3,True,254156.575307,232215.621091,0.0451114483486,1.5,0.5
what color,0.499538127042,0.5,269,top_down,252.3,252.0,True,239812.808474,239370.16516,0.00092374591507,0.3,0.448
what color are the,0.48752350466,0.5,768,top_down,740.4,741.1,True,645164.170838,613750.48516,0.0249529906799,-0.7,1.28
what color is,0.503838498028,0.5,179,bottom_up,176.2,176.1,True,157477.205509,159913.815123,-0.00767699605651,0.1,0.298
what color is the,0.498819365712,0.5,4188,top_down,4129.5,4133.0,True,3558269.68664,3541505.21128,0.00236126857589,-3.5,6.98
what is,0.471207123023,0.5,2101,top_down,1996.0,1993.0,True,1857799.45995,1655484.3622,0.0575857539543,3.0,3.502
what is in the,0.468239245285,0.5,746,top_down,709.2,705.8,True,609375.022807,536582.096826,0.0635215094293,3.4,1.243
what is on the,0.462016816341,0.5,1237,top_down,1126.6,1127.6,True,1004930.42613,863028.381233,0.0759663673174,-1.0,2.062
what is the,0.483739765282,0.5,1721,top_down,1562.0,1566.3,True,1496561.13146,1402289.15918,0.0325204694353,-4.3,2.868
what is the baby,0.488360202779,0.5,179,top_down,165.0,167.5,True,149463.915822,142663.312423,0.0232795944421,-2.5,0.298
what is the boy,0.48612327053,0.5,601,top_down,555.2,553.1,True,530498.916345,501847.72619,0.0277534589394,2.1,1.002
what is the cat,0.488030843466,0.5,282,top_down,261.5,261.4,True,242699.770014,231351.775702,0.0239383130674,0.0999999999999,0.47
what is the dog,0.474318439179,0.5,418,top_down,393.1,392.4,True,342996.589904,309483.191522,0.0513631216423,0.7,0.697
what is the girl,0.483226032282,0.5,571,top_down,520.9,522.8,True,493916.482932,461852.409826,0.0335479354364,-1.9,0.952
what is the lady,0.483657088543,0.5,274,top_down,246.9,247.6,True,232298.849983,217593.740441,0.0326858229147,-0.7,0.457
what is the little,0.489462404004,0.5,206,top_down,189.4,187.4,True,171538.862266,164457.670823,0.0210751919919,2.0,0.343
what is the man,0.482136662493,0.5,735,top_down,658.0,658.0,True,622060.320907,579145.240202,0.0357266750132,0.0,1.225
what is the woman,0.485947729648,0.5,690,top_down,626.1,627.5,True,594100.150278,561619.189062,0.0281045407048,-1.4,1.15
what kind of,0.486759964576,0.5,759,top_down,669.6,673.5,True,653930.736361,620191.879231,0.0264800708481,-3.9,1.265
what type of,0.482730403636,0.5,435,top_down,392.6,391.0,True,390506.680134,364431.717326,0.0345391927282,1.6,0.725
when closed,0.511833075283,0.5,1,bottom_up,1.0,1.0,False,896.554983103,940.019634529,-0.0236661505657,0.0,0.002
when did,0.469553324125,0.5,3,top_down,1.2,1.2,True,1587.24680436,1405.03663627,0.0608933517508,0.0,0.005
when is,0.4769586395,0.5,2,top_down,0.9,0.9,False,1256.91950182,1146.17821997,0.0460827210004,0.0,0.003
when the,0.494928584801,0.5,1,top_down,1.0,1.0,False,759.351300765,744.102028635,0.0101428303971,0.0,0.002
when these,0.462969950269,0.5,1,top_down,1.0,1.0,False,908.204198044,782.956656918,0.0740600994628,0.0,0.002
when using,0.438716097384,0.5,1,top_down,1.0,1.0,False,921.761543619,720.476082157,0.122567805233,0.0,0.002
when was,0.453939976018,0.5,1,top_down,1.0,0.6,False,617.248266913,513.118798619,0.0921200479642,0.4,0.002
when will,0.479188454525,0.5,10,top_down,1.2,1.2,True,7699.53511987,7084.19075326,0.0416230909507,0.0,0.017
when you,0.499495843295,0.5,1,top_down,1.0,1.0,False,935.000502557,933.116854776,0.00100831340901,0.0,0.002
where are,0.480152916145,0.5,15,top_down,10.8,11.6,True,10622.1981652,9811.11481301,0.0396941677096,-0.8,0.025
where are the,0.481395638972,0.5,330,top_down,265.8,268.9,True,229647.376789,213170.682692,0.0372087220561,-3.1,0.55
where can,0.476802817214,0.5,15,top_down,14.4,13.4,True,12808.7837435,11672.9683854,0.0463943655711,1.0,0.025
where color,0.494460836103,0.5,1,top_down,1.0,1.0,False,655.314608736,640.954118863,0.0110783277937,0.0,0.002
where could,0.486483867339,0.5,7,top_down,6.6,6.5,True,5885.56955905,5575.74428234,0.0270322653228,0.1,0.012
where did,0.479346758884,0.5,15,top_down,8.7,8.7,True,13144.6360451,12101.794798,0.0413064822329,0.0,0.025
where do,0.453033807454,0.5,8,top_down,7.8,7.8,True,9295.95039305,7699.52486619,0.0939323850912,0.0,0.013
where does,0.481288259002,0.5,20,top_down,14.6,14.6,True,14807.5977568,13739.2744006,0.0374234819957,-1.7763568394e-15,0.033
where else,0.481127335555,0.5,3,top_down,1.9,1.9,True,2032.31368542,1884.47327347,0.0377453288891,0.0,0.005
where has,0.499410275538,0.5,2,top_down,2.0,2.0,False,1289.32521313,1286.28740959,0.00117944892342,0.0,0.003
where in,0.507756971118,0.5,2,bottom_up,2.0,2.0,False,1503.12699765,1550.50080296,-0.0155139422354,0.0,0.003
where is,0.488569770388,0.5,62,top_down,53.3,54.1,True,43340.7687595,41403.4763985,0.0228604592243,-0.8,0.103
where is the,0.497694975405,0.5,2625,top_down,2152.2,2133.6,True,1745267.10693,1729249.41486,0.00461004918962,18.6,4.375
where it,0.433420214786,0.5,1,top_down,0.9,0.9,False,743.035074038,568.404362082,0.133159570428,0.0,0.002
where letters,0.475635724886,0.5,1,top_down,1.0,1.0,False,801.978317313,727.451423373,0.0487285502285,0.0,0.002
where might,0.450504909088,0.5,4,top_down,2.0,2.0,True,3674.47023291,3012.52350677,0.0989901818238,0.0,0.007
where on,0.520217241036,0.5,4,bottom_up,3.8,3.8,True,2795.31384037,3030.89351732,-0.0404344820711,0.0,0.007
where should,0.505711680808,0.5,1,bottom_up,0.3,0.3,False,625.962676553,640.429128084,-0.0114233616153,0.0,0.002
where the,0.491535583971,0.5,1,top_down,1.0,1.0,False,780.918712765,754.91877782,0.016928832057,0.0,0.002
where was,0.482001232143,0.5,4,top_down,3.3,3.3,True,2691.11631518,2504.1012841,0.0359975357148,0.0,0.007
where will,0.490708318621,0.5,8,top_down,7.7,7.8,True,5405.91769727,5208.66309194,0.0185833627585,-0.1,0.013
where would,0.472466077215,0.5,10,top_down,9.4,9.4,True,9418.89719658,8435.68388296,0.0550678455708,0.0,0.017
where's her,0.518166747672,0.5,1,bottom_up,0.3,0.3,False,432.137506314,464.723605338,-0.0363334953435,0.0,0.002
where's the,0.49949608227,0.5,2,top_down,1.5,1.8,False,1226.32357081,1223.85419477,0.00100783546063,-0.3,0.003
which,0.499432593842,0.5,524,top_down,456.0,452.5,True,416187.530693,415244.011939,0.00113481231502,3.5,0.873
who,0.463179186128,0.5,216,top_down,187.8,189.8,True,187111.464736,161443.322822,0.0736416277449,-2.0,0.36
who is,0.466108410208,0.5,776,top_down,692.5,692.8,True,680213.553738,593853.254475,0.0677831795843,-0.3,1.293
why,0.48538775397,0.5,298,top_down,131.2,130.9,True,217142.919596,204811.515557,0.0292244920594,0.3,0.497
why is the,0.483036163815,0.5,493,top_down,250.9,248.6,True,364846.640332,340902.224085,0.0339276723696,2.3,0.822
will a,0.484496383875,0.5,2,top_down,1.0,1.3,False,1475.89613687,1387.12187252,0.0310072322496,-0.3,0.003
will all,0.503904016826,0.5,1,bottom_up,1.0,1.0,False,1095.61625625,1112.86011407,-0.00780803365241,0.0,0.002
will an,0.535967381824,0.5,1,bottom_up,1.0,1.0,False,632.060367542,730.042947579,-0.0719347636477,0.0,0.002
will ants,0.507567391305,0.5,1,bottom_up,1.0,1.0,False,793.963872347,818.366136528,-0.0151347826107,0.0,0.002
will anyone,0.511234499922,0.5,2,bottom_up,2.0,2.0,False,1537.65889154,1608.34648587,-0.0224689998433,0.0,0.003
will both,0.495210843746,0.5,2,top_down,2.0,2.0,False,1908.60357698,1872.38805751,0.00957831250897,0.0,0.003
will either,0.503563368602,0.5,2,bottom_up,2.0,2.0,False,1725.44922354,1750.21940044,-0.0071267372042,0.0,0.003
will everyone,0.504042047736,0.5,1,bottom_up,1.0,1.0,False,654.449959464,665.117468534,-0.00808409547224,0.0,0.002
will grandma,0.487299371421,0.5,1,top_down,1.0,1.0,False,717.936036486,682.366589388,0.0254012571574,0.0,0.002
will he,0.496941483264,0.5,14,top_down,13.9,14.0,True,11621.0189403,11479.711002,0.00611703347162,-0.1,0.023
will his,0.49031210221,0.5,3,top_down,3.0,3.0,True,2517.04881492,2421.36315412,0.0193757955792,0.0,0.005
will it,0.506215536584,0.5,16,bottom_up,16.0,16.0,True,15071.1313598,15450.5485965,-0.0124310731671,0.0,0.027
will leaves,0.491260619999,0.5,1,top_down,1.0,1.0,False,799.370974565,771.906984227,0.0174787600019,0.0,0.002
will mom,0.487950483945,0.5,1,top_down,1.0,1.0,False,859.217012742,818.778934529,0.0240990321096,0.0,0.002
will more,0.491906196604,0.5,2,top_down,2.0,2.0,False,1176.6040813,1139.11808149,0.0161876067913,0.0,0.003
will one,0.505082986528,0.5,1,bottom_up,1.0,1.0,False,840.927703195,858.200999808,-0.0101659730558,0.0,0.002
will people,0.505753110145,0.5,1,bottom_up,1.0,1.0,False,598.479894284,612.412691119,-0.0115062202899,0.0,0.002
will rain,0.494363006435,0.5,1,top_down,1.0,1.0,False,617.507883776,603.73955586,0.0112739871292,0.0,0.002
will she,0.4949688308,0.5,15,top_down,15.0,15.0,True,11143.9753261,10921.9406128,0.0100623383994,0.0,0.025
will someone,0.501533850063,0.5,4,bottom_up,3.9,4.0,True,3339.870017,3360.42451137,-0.00306770012527,-0.1,0.007
will stars,0.5210303024,0.5,1,bottom_up,1.0,1.0,False,561.344550861,610.6388829,-0.0420606047995,0.0,0.002
will that,0.49392062235,0.5,8,top_down,8.0,8.0,True,6885.46773813,6720.04167842,0.0121587552991,0.0,0.013
will the,0.499226044504,0.5,474,top_down,469.2,470.8,True,376244.731992,375081.745478,0.00154791099225,-1.6,0.79
will this,0.497885028127,0.5,21,top_down,21.0,20.9,True,16759.9114353,16618.7216949,0.00422994374564,0.1,0.035
will two,0.470893040853,0.5,1,top_down,1.0,1.0,False,807.576142837,718.72421832,0.0582139182943,0.0,0.002
will you,0.488921424198,0.5,1,top_down,1.0,1.0,False,600.532781921,574.497458739,0.0221571516044,0.0,0.002
with one,0.487721552237,0.5,1,top_down,0.3,0.3,False,587.075855268,558.933425098,0.0245568955262,0.0,0.002
with what,0.530299019388,0.5,1,bottom_up,1.0,1.0,False,642.818970495,725.751667056,-0.0605980387753,0.0,0.002
won't the,0.501276591471,0.5,1,bottom_up,1.0,1.0,False,735.984531368,739.752357619,-0.00255318294143,0.0,0.002
would a,0.48599695981,0.5,16,top_down,15.0,15.0,True,12756.3318253,12061.2875813,0.0280060803808,0.0,0.027
would any,0.495181520674,0.5,1,top_down,1.0,1.0,False,762.60759664,748.049457077,0.00963695865132,0.0,0.002
would chairs,0.476806200809,0.5,1,top_down,1.0,1.0,False,927.159260658,844.955130017,0.0463875983817,0.0,0.002
would combining,0.494981889649,0.5,1,top_down,1.0,1.0,False,846.796390235,829.968012623,0.0100362207018,0.0,0.002
would everybody,0.485675666108,0.5,1,top_down,1.0,1.0,False,1053.01805586,994.363307359,0.0286486677835,0.0,0.002
would he,0.475001852401,0.5,3,top_down,3.0,3.0,True,2510.96413359,2271.84156786,0.0499962951985,0.0,0.005
would his,0.473702133033,0.5,2,top_down,1.0,1.0,False,2080.33510073,1872.43619344,0.0525957339337,0.0,0.003
would it,0.491793789088,0.5,10,top_down,10.0,10.0,True,8302.66674872,8034.53372316,0.016412421824,0.0,0.017
would just,0.484949315272,0.5,1,top_down,1.0,1.0,False,818.809813739,770.955694817,0.0301013694563,0.0,0.002
would one,0.49204297861,0.5,3,top_down,3.0,3.0,True,2755.7572045,2669.42069138,0.015914042779,0.0,0.005
would paris,0.509124600127,0.5,1,bottom_up,1.0,1.0,False,653.698699437,678.001156792,-0.0182492002543,0.0,0.002
would she,0.50059167007,0.5,2,bottom_up,2.0,2.0,False,1466.00107776,1469.47474413,-0.00118334013931,0.0,0.003
would smokey,0.525378495791,0.5,1,bottom_up,1.0,1.0,False,891.688045666,987.046983738,-0.0507569915819,0.0,0.002
would some,0.462498296242,0.5,1,top_down,1.0,1.0,False,876.509283462,754.200493519,0.0750034075159,0.0,0.002
would sunglasses,0.464453436079,0.5,1,top_down,0.0,0.0,False,738.678339044,640.619725415,0.0710931278421,0.0,0.002
would that,0.500900917461,0.5,2,bottom_up,2.0,2.0,False,1583.4946017,1589.21129397,-0.00180183492167,0.0,0.003
would the,0.492935602709,0.5,40,top_down,39.3,39.2,True,32004.6169799,31112.8433484,0.0141287945812,0.1,0.067
would these,0.497697250781,0.5,6,top_down,5.6,5.6,True,5455.0106329,5404.9948944,0.00460549843812,0.0,0.01
would they,0.493962650264,0.5,1,top_down,1.0,1.0,False,689.716940573,673.259410743,0.0120746994723,0.0,0.002
would this,0.488800221815,0.5,14,top_down,14.0,14.0,True,13480.9879511,12890.2831769,0.0223995563708,0.0,0.023
would you,0.488079288321,0.5,14,top_down,14.0,14.0,True,11967.5994906,11410.2385565,0.0238414233572,0.0,0.023
wrist is,0.468874312155,0.5,1,top_down,1.0,1.0,False,650.185225194,573.979299463,0.0622513756902,0.0,0.002
yes it,0.483165947989,0.5,1,top_down,1.0,1.0,False,1125.55802456,1052.23583438,0.0336681040214,0.0,0.002
yes she,0.466364087924,0.5,1,top_down,1.0,1.0,False,704.227381241,615.450259084,0.0672718241518,0.0,0.002
yes the,0.49126653365,0.5,4,top_down,4.0,4.0,True,3594.35540198,3470.94625346,0.0174669327007,0.0,0.007
"yes, the",0.516803422854,0.5,1,bottom_up,1.0,1.0,False,534.284449426,571.444512028,-0.0336068457076,0.0,0.002
